CNTSCHID,TIEXP_0,TC002Q01NA_0,AUTOPER_0,AUTOPER_0_1,AUTOPER_0_1_2,AUTOPER_0_1_2_3,CULCENC_0,CULCENC_0_1,CULCENC_0_1_2,CULCENC_0_1_2_3,DIFIDO_0,DIFIDO_0_1,ESENMULTI_0,ESENMULTI_0_1,ESENMULTI_0_1_2,ESENMULTI_0_1_2_3,FORDOC_0,FORDOC_0_1,FORDOC_0_1_2,FORDOC_0_1_2_3,IMEVAL_0,IMEVAL_0_1,IMEVAL_0_1_2,IMEVAL_0_1_2_3,IMEVAL_0_1_2_3_4,IMEVAL_0_1_2_3_4_5,IMHAED_0,IMHAED_0_1,IMHAED_0_1_2,IMHAED_0_1_2_3,TICAU_0,TICAU_0_1,TICAU_0_1_2,TICAU_0_1_2_3,INTDOC_0,INTDOC_0_1,INTDOC_0_1_2,INTDOC_0_1_2_3,METICD_0,METICD_0_1,METICD_0_1_2,METICD_0_1_2_3,METICD_0_1_2_3_4,MEINCLU_0,MEINCLU_0_1,MEINCLU_0_1_2,MEINCLU_0_1_2_3,MEINCLU_0_1_2_3_4,NECEFOR_0,NECEFOR_0_1,NECEFOR_0_1_2,NECEFOR_0_1_2_3,OPIMIGR_0,OPIMIGR_0_1,OPIMIGR_0_1_2,OPIMIGR_0_1_2_3,PERDIEN_0,PERDIEN_0_1,PERDIEN_0_1_2,PERDIEN_0_1_2_3,PRODIV_0,PROGLOD_0,PROGLOD_0_1,PRODICUL_0,PRODICUL_0_1,PRODICUL_0_1_2,SSKILL_0,SSKILL_0_1,TRACOLDO_0,TRACOLDO_0_1,TRACOLDO_0_1_2,TRACOLDO_0_1_2_3,UTLECCA_0,UTLECCA_0_1,UTLECCA_0_1_2,UTLECCA_0_1_2_3,UTLECIN_0,UTLECIN_0_1,UTLECIN_0_1_2,UTLECIN_0_1_2_3,MECENALU_0,MECENALU_0_1,MECENALU_0_1_2,MECENALU_0_1_2_3,MECENALU_0_1_2_3_4
72400001.0,35.1024184414667,52.99974506447627,7.017576049419839,11.373074888568413,40.484560611599186,43.80321749695594,50.28017573593779,19.826402641047082,8.566492277188706,41.41745898331531,8.809854592607998,19.434090346101257,29.476002525633202,44.53869359737542,5.476298635315267,24.20152228492117,38.906229826463516,43.07284892019818,45.78808380005987,22.18305479039342,47.20418826139901,35.32070395503477,6.170130482850243,61.39271631288809,32.05922329401516,41.804875843785915,9.853424492831598,27.385005436565663,0.47330628978352784,37.79826825643236,46.73959109924179,9.575716519832891,9.481377196956544,26.19067898652499,36.13456990404977,36.01317745259725,42.767995243793955,43.5156696178721,52.6842306376699,40.78999474515315,18.805881340636905,25.082171647833878,34.420231880044064,30.592923393385842,11.172303437042453,11.08901496800317,24.8878907568121,20.614036818825042,38.41240003909743,23.66297795034539,33.74336303974278,60.12962954235902,46.865511796221334,25.025895290757973,6.832536776296826,36.97918946811852,11.172303437042453,11.08901496800317,24.8878907568121,20.614036818825042,16.731667313793476,16.572970014106726,35.45255577441408,41.03765907527871,22.915748897368672,18.761440627200656,39.39375330288676,31.18627299391285,30.213703105005337,11.550483457498313,47.218491966499066,18.298437620422728,42.317199157793254,26.432372243117996,25.5927473788955,28.44743548932394,52.43860570050587,41.27590633282991,50.21784799449042,47.05138398279138,10.357248276672527,44.35265167682685,11.680478926920465,35.5560341659365,20.706780490680842
72400002.0,27.377773414472937,42.24975781125246,8.428066808551444,7.835573305065817,38.643002699839116,42.48663575678572,49.16908791914504,22.618309011660934,12.55561374242563,46.30515908672403,9.566966201294267,23.125015665174185,36.706218946191974,43.816279766305215,5.454015648808523,31.945880374234868,45.11446259833488,44.643450576476845,46.643253280364185,14.48226248479799,44.510001980425926,34.996281078738626,7.1233787712348855,40.53627328506931,35.075601335116595,40.05624960805025,11.231605749392296,27.653715191807844,0.4845383862992951,37.543736049985554,38.00413142860431,9.805236440934687,8.115543898746605,31.59541294364803,31.42315795585649,35.74028951350889,47.102230781260026,34.03515045948589,50.96825235035967,36.50426313586395,23.783408312732906,25.618974692563324,40.00144078040959,31.251127348507378,11.359618544315843,11.192387706615824,25.475240264288743,24.291830981801013,40.26935954124663,23.326700597381514,41.581266917582504,50.67773756479963,48.176395377581834,25.383269916270727,4.0651104316567075,28.39154237464128,11.359618544315843,11.192387706615824,25.475240264288743,24.291830981801013,23.443558026242457,17.313782902611937,22.66479404462769,32.21301482994343,33.82574626172728,7.449017932131187,34.4745022289381,39.33011189383229,26.881959144539717,13.86611601537445,48.316867699184925,21.532851072976655,28.87749329677837,29.570733068254818,20.12812904096858,41.954902303378475,47.65331056513157,44.329072149444514,45.15506940503127,26.221681172729575,10.231814478930605,44.34859456658708,11.743093101612642,37.41360740126032,24.368479369089084
72400003.0,28.916138416223976,51.1764705882353,7.921175308448777,10.523381134300777,32.91602595743149,40.56977820609523,59.249681747132875,23.049323580191313,9.21962170266412,36.68987766006598,8.303010780032889,11.281754273862324,32.86419280141543,42.09144496945125,6.437406855087873,27.05857264755038,45.91393952332765,57.28496116959349,49.336309298584105,24.501537087670606,45.60564965747344,35.77281794290309,8.994609486132628,40.29948982441994,38.377683841582815,28.697168801509232,9.790029664297565,26.78507765927578,0.5498478350238093,30.153965383068773,41.046314220345415,10.073352211066183,9.202427654668297,28.112857818135602,27.488787460565675,33.72075570611627,46.24912350468095,45.86992983697057,48.844455685868056,37.267173113129196,25.64448883131334,27.983011222780746,26.811554943637844,32.40617860605188,10.907389033056557,10.926691973531462,29.20318837341587,10.834455663591001,42.7027755273634,30.246654665736187,60.92916940611956,44.15000133568863,46.75903636971414,34.179176096853574,5.37138914211114,19.993709275525184,10.907389033056557,10.926691973531462,29.20318837341587,10.834455663591001,10.159902825019905,15.72881130740489,32.912147030962636,33.08725269869067,28.536689607832514,15.406896639699623,41.13170058133105,43.865125423596695,28.424579793941938,8.32216466352691,48.271620940983226,11.440104809746416,38.28839065987042,38.0397557079041,30.47095241069945,35.219853009945545,43.07456348311421,38.94167246816815,42.2586791608393,41.385368154837025,10.828355401445595,44.48947255137489,11.642790026295081,41.55641478152259,11.164717425228323
72400004.0,24.426840849050567,46.79961249800394,7.336611459961392,9.156804987011144,46.87076137354712,41.41328804900652,42.99178600110148,19.877974583313268,8.05348758559917,67.05039948830016,7.431707737468773,31.148039790041615,26.970248974166758,41.02210256079897,7.6384907046592865,12.401309373779286,43.38513150481214,45.97509690476647,45.53058504073283,13.440722166373394,42.6238811940244,33.96099789893098,8.247983752491189,44.34604496796699,32.05156418643467,47.90148301512373,10.070699514252135,28.129458065433337,0.38413327465052816,46.75646865958441,48.50128766277927,9.044236608746791,9.551136041012079,28.44186510385985,30.907799884207694,32.59057965680458,44.01879328198409,35.29739582115108,46.06366367644725,41.288033377135534,21.05386371558136,23.39143307525064,46.81576381756376,31.494429985832493,10.91861749983939,11.439126896901945,24.585954010593593,31.129160175976352,43.26856381730583,21.61143826530153,44.86522510127803,41.8660101242906,46.79652412699622,23.91347472505441,6.623076777719487,30.727459236969235,10.91861749983939,11.439126896901945,24.585954010593593,31.129160175976352,32.000000000021515,17.727131353441486,24.08792708110143,35.487730075491406,25.746038677717628,19.347667036804452,34.608210172565634,31.917431558917674,33.45694500674504,8.247013322156509,48.47290661496137,28.901599897004658,43.70804359407835,34.02075444878593,26.46686868802974,26.04713568920574,46.52727866526551,43.670207674257206,38.9678476428607,37.96880873523045,9.808491236103478,43.74441223177437,12.179886417893776,38.3024151114239,30.740375264258162
72400005.0,22.31355788628858,52.75941874700591,8.196902140695126,6.686376566652644,48.08685168896484,41.89755418566211,37.52244739273589,19.30510003116517,9.390679942329385,62.292328556271066,8.415478333109544,34.12439272197175,31.073471522581848,43.11152064300309,6.901267887727346,10.054969422894096,40.45791288709238,51.06900326047431,43.329427440303824,22.31382032371898,43.00418156389205,30.205753712901913,8.432121767438753,45.22177994573801,29.086895282404818,52.32720303135468,11.397391790984036,28.402733356033053,0.3696006698886682,50.02986915840401,52.00879809896807,8.829709551213648,9.542332861328225,32.30582837992535,29.272175651861772,32.72612389380074,42.13759263747327,32.39845598675473,48.14712424523104,41.10074763712916,21.31874102830194,27.537935997452223,49.398161701689716,31.146422219415605,11.081955724366528,10.130859389234427,29.226319562092367,34.19804289046506,44.07818465278091,18.19445651061317,38.62394826720676,42.81290045813142,47.45961849039086,17.266428871063603,4.4381503666952025,36.085633264140796,11.081955724366528,10.130859389234427,29.226319562092367,34.19804289046506,35.17394948737647,14.24063959109319,14.343108165801233,35.036385116906,31.851619802243313,5.1498570113236894,22.971874035552272,39.45584739953561,34.72899544018045,9.504944784951919,43.677407723864434,32.07180340018073,51.44081292615189,29.075474381852544,24.304891779645185,29.496130252030525,47.35076255241247,48.52366971295789,40.74049300125099,27.448364183391764,10.239793605110226,44.46168348660484,11.318664074960772,37.05115550872364,34.61659103416835
72400006.0,39.240866315106324,53.72727272727273,7.797974370072796,9.143882857125616,32.68992621571346,58.168776947269315,46.46527982848614,19.347241612047533,9.743261848809228,34.87973855648363,9.409552367193497,28.86952670856992,33.519205814994784,40.47756888995846,6.806874510613551,33.29157805363289,44.8096729036403,53.01345017140818,42.96851444833794,15.621103917751107,44.13204434944737,33.499526078625,7.703881103263493,43.72009190192128,43.487740762235724,50.38285287510821,10.404671121580144,27.858232595002722,0.42885944141058285,46.102859094519665,42.222966299582055,9.788433575049773,8.010390958494945,26.81040744381893,34.19850852952026,33.36087423788571,47.057325811037906,36.04275464155453,50.98193414175774,36.816028134832486,20.077535209283216,19.725355936377976,45.49381774229923,32.683069124674766,11.40087011886036,9.83748805643292,26.55792956385644,31.121021971753688,36.84113074179843,23.859080973247238,40.52762054159799,50.19681140218147,47.09798380749725,26.67357197715718,4.464677591344823,23.909076259900164,11.40087011886036,9.83748805643292,26.55792956385644,31.121021971753688,29.78895532244434,15.94383409922636,21.622719975359992,31.473402123366313,24.642393315642426,19.641884403544672,28.78396517944469,40.42548998948339,30.55020587531799,9.803306541709551,41.086594817894074,28.563555842416402,48.249688083126756,31.01535000757675,18.367659903561496,21.759889834911736,41.62758179218636,34.547172896685105,43.96579089664057,38.69746165861117,10.281573622825148,46.17788224657023,13.329693134720355,37.26127458250664,30.78570033481067
72400007.0,26.628124601932576,51.68370065526833,7.620513079127503,8.39028100699436,42.40315482543218,38.58727301899844,47.2519083046611,19.414435625230887,9.404169488614906,41.467675487424,7.69615509764504,20.62528117577139,27.24438187069175,44.62349274958007,12.139165927586593,19.173776354091647,39.51644624063173,49.72093116511432,46.65713176162745,10.137672208633184,45.416213705363546,39.76954705059416,7.225190500578909,51.47929956923232,37.90400153718283,48.90043598314558,10.44999806669102,29.144383797001584,0.24099172118970122,41.08340248056064,59.050858606742764,9.965730913164041,8.158778654434824,29.093539465675732,30.420925631377354,33.41582448674177,42.89710295362896,34.96415729833048,47.26886300575418,38.74009380272638,23.057227019530057,23.88032830874245,38.465600275624645,31.692551635537683,11.231556130555822,10.80889714406515,24.76209364370138,20.79526492512743,38.35138918021814,22.900297019445595,38.835176131688556,52.277874760881595,47.14902175850896,22.918095409007652,5.999602064185981,33.467777248746394,11.231556130555822,10.80889714406515,24.76209364370138,20.79526492512743,20.501180175839135,14.499934982227202,19.97818241983798,32.79766298678933,27.22159125505297,22.270213894414017,30.27783326863277,42.920536289981854,27.064970797971768,13.425098979277845,49.41873460857449,18.169358897486553,41.663272900041214,32.16391863683534,26.674207222852157,32.346677206515466,48.52963042662317,44.966450659771674,45.456174953084975,39.08955452493435,10.206119252295936,44.39603690790837,11.702874853674508,38.07933314855628,20.30756230743817
72400008.0,24.248600902902293,59.25,7.647333802491987,8.788711987285502,29.365524756197683,37.943471817291275,63.02237316331317,20.16078481609002,7.6991059916745,31.178274312991814,8.579477340171861,6.194160011469504,30.104619138495156,43.555119553291846,5.847786999651678,25.125890269261014,42.661677204044395,55.96948596255131,53.69741659400826,33.3320827626742,42.97066109378447,34.078173197567835,8.477265404169497,49.14678838351421,45.60599077411361,31.960851988595152,10.349806318907293,28.708714265561166,0.28617766891120533,30.03654044566712,58.39037015711193,10.137990006131817,8.167655378773164,18.23793043503605,30.008156291049165,29.794903987749475,47.045341784882574,46.655002241694184,49.280457722470985,39.5693161209648,19.867874595319954,31.317190085840128,20.833959543934146,33.13601607607347,11.111662033272305,10.702817973636744,27.205340306891017,6.1429649980725465,40.2510609154568,21.71815521515977,52.524623770872964,57.31262599465433,47.218249388448925,30.06776678538217,3.390985751414965,39.11809640626364,11.111662033272305,10.702817973636744,27.205340306891017,6.1429649980725465,6.25000000002967,13.751583906247768,22.07737990710787,39.537827488369715,26.284462387539392,12.369173889507783,40.53166332372451,52.69011726239986,28.58778975198032,8.502791477904585,48.4407791759854,6.250000000180814,54.90552301912324,31.80166297050596,31.093836789726545,33.05918445813358,42.31182810116147,37.71593958497729,51.47037358464763,27.172103254646338,10.481967425256126,45.08508940062815,11.237811621241026,41.783058823812,5.788089908943347
72400009.0,29.821644503051377,39.361874990926985,7.300991236512567,8.988278694692347,60.66485691559483,44.39136669421576,22.911834498216447,19.647547723660704,9.428860778236594,62.58511810116049,9.259358374861943,25.843809112052647,30.87063827810532,41.88814166252317,7.5633393088435845,8.230694512259957,42.717358802872326,46.943458961187275,41.93234658497278,12.66553853525624,42.624996370408105,34.564961457804266,8.893271490325416,42.73771160831898,28.49505574823861,69.24481282305184,10.319959097800716,28.840910481350246,0.285810121822791,44.826361648756794,52.00779001897644,8.91422842143807,10.252525607214134,22.572506989027154,31.83910684108885,37.18651414733599,38.79324386501895,19.216684661971843,45.77289090188801,37.74693706266509,23.40976932127345,19.719099952623708,52.73347624985751,33.193189513384134,11.208494388998632,10.668390992478194,24.31654788623388,26.975873664410937,43.55470754654619,26.745045710788762,36.5217742276854,29.00396609384954,48.32851764517129,12.873991594976763,6.5210179282073675,30.301617236541947,11.208494388998632,10.668390992478194,24.31654788623388,26.975873664410937,27.272727272750284,16.064191493223607,10.381292400110357,38.55025963563198,32.96536403603889,3.046503765101771,15.57823436748485,30.03370585685211,28.441688723567427,8.846768099026875,44.28909550453598,25.32537622194369,36.34671036578618,38.564084655888216,13.595896579334333,16.622107558259756,44.71964640183517,40.47981368703159,23.217511237623082,40.38059034969644,10.481299462933,43.87372121615418,12.395930080497083,33.582376507400504,26.492358630503375
72400010.0,39.49243162036891,51.26634374833661,8.110094912079024,7.299610427375866,42.30669206699542,45.41168574444712,39.936919301673385,20.50790227252941,7.731833116664443,44.86579758590527,9.689100932110053,30.87907175322912,27.4180999459374,39.89112736351941,7.9394774276549525,16.03886151470655,38.95142154517429,51.94046974005811,43.76025140561076,13.245352317885677,40.77067712429364,38.232210127855026,6.3289632272543646,52.5744558377472,36.219154783817096,54.50277069793837,9.62867621629046,26.952284183718707,0.538448045994019,45.528064124762906,40.076556654628924,10.288466722426401,8.18958120169851,19.367551447146678,30.596305170364396,33.511873185831305,50.082867212497014,33.471057792049564,45.97349226495385,35.56267110664092,19.12832297423703,28.4930647041903,46.10307761318735,32.489429326568725,10.634524732808309,11.126875123751601,29.151521025203557,31.522500735652223,39.844971911174426,21.697208286616522,37.05086230257023,45.552426250086704,46.59880457671239,21.95290536188025,4.795099987070215,24.95680230745783,10.634524732808309,11.126875123751601,29.151521025203557,31.522500735652223,31.716994319781485,14.550099823775946,19.627604541679325,35.118112695173636,30.64977890620036,24.6664920544121,20.28543581166743,41.73692924589375,35.42750185706724,7.915126319198536,50.173064975552066,30.488432940795906,37.20897743256647,27.846563761826747,26.784024721888596,30.224120353629996,48.89634968189436,55.548144599540635,43.232567835183,36.676117534927094,10.393833996812434,44.57613803161126,11.283060632784862,35.766838718158574,32.4860208593675
